lafz	aeraab	qism	maani_en	kyun
برآورد کردن		verb	to estimate	rishta:کردن
بیمه کردن		verb	to insure	rishta:کردن
پرتاب کردن		verb	to throw	rishta:کردن
قفل کردن		verb	to lock	rishta:کردن
از بر کردن		verb	to memorize	rishta:از
قتل کردن		verb	to commit a murder	rishta:قتل
آشتی کردن		verb	to make up, to be reconciled after a quarrel	platts
قهر کردن		verb	to break off a friendship or relation.	rishta:قہر
تیز کردن		verb	to sharpen	rishta:تیز
تردید کردن		verb	to hesitate	rishta:کردن
مسخره کردن		verb	to make fun of, to ridicule	rishta:کردن
رها کردن		verb	to release	rishta:رہا
توهین کردن		verb	to insult	rishta:توہین
لمس کردن		verb	to touch	rishta:کردن
قصد کردن		verb	to intend	rishta:کردن
رصد کردن		verb	to observe	rishta:کردن
حظ کردن		verb	to enjoy	rishta:کردن
سرقت کردن		verb	to steal	rishta:کردن
پرت کردن		verb	to throw	rishta:کردن
تمثیل		noun	allegory	arbi
سامع		noun	listener, hearer (person listening to something)	platts
ضامن		noun	surety, guarantee	platts
عادت دادن		verb	to accustom, to habituate	rishta:عادت
قرار دادن		verb	to put, to place	rishta:قرار
تعمیر		noun	repair, mending	platts
گسیل کردن		verb	to emit	rishta:کردن
راهی کردن		verb	to send, to dispatch	rishta:راہی
روانه کردن		verb	to send, to dispatch	rishta:روانہ
کفن		noun	shroud; wrapping of the dead	arbi
تعلیمی		adj	didactic	platts
جام زهر	جامِ زَهر	noun	"poisoned chalice"; difficult decision which goes against one's beliefs or ideology, but must be made nonethel	rishta:جام
سبک عراقی	سَبکِ عِراقی	noun	the "Iraqi style" of Persian poetry: the second style of New Persian verse from the twelfth to the fifteenth c	rishta:عراقی
سبک هندی	سَبکِ هِندی	noun	the "Indian style" of Persian poetry: the third style of New Persian verse from the fifteenth to the nineteent	rishta:ہندی
بهائم		noun	broken plural of بهیمه (bahīma /bahime)	platts
دیدن کردن	دیدَن کَردَن	verb	to visit, to pay a visit	rishta:کردن
بلند شدن	بُلَند شُدَن	verb	to rise, in particular:	rishta:بلند
فاصل		adj	separating, dividing	platts
غارت		noun	plunder, raid, pillage	platts
بعثی		adj	Baathist	platts
دلق		noun	a kind of frock worn by Sufi dervishes	platts
هم گیمی		noun	those who play computer games together	rishta:ہم
هر چیز		pron	everything (all the things)	rishta:ہر
اسم فامیل	اِسمِ فامیل	noun	surname, family name	rishta:اسم
بلو		noun	a sharpening stone, whetstone, honestone	platts
نیشتر		noun	lancet	platts
ولسوال		noun	district governor in Afghanistan	platts
تاکنون		adv	hitherto; up to now; so far	platts
چریک		noun	guerrilla; irregular soldier	platts
موازنه		noun	balance, equilibrium	arbi
تجاری		adj	commercial; relating to trade	arbi
خیریه		adj	charitable	platts
زیرک		adj	clever, nimble, keen, astute	platts
تأکید کردن		verb	to emphasize	rishta:کردن
عاطل		adj	idle	platts
تهیه		noun	preparation	arbi
آسایش		noun	rest, repose, comfort	platts
تحویل		noun	delivery	platts
آجیل		noun	nuts and dried seeds (e.g. pistachios, walnuts, pumpkin seeds)	platts
ملیح		adj	beautiful, fair, pretty, graceful, lovely, elegant, handsome	platts
یاقوت ارغوانی		noun	amethyst	rishta:یاقوت
شوریدن		verb	to revolt, to rebel	platts
مچ دست		noun	wrist	rishta:دست
مزایده		noun	auction	arbi
یوسه		noun	saw, especially for cutting wood or cutting down trees.	platts
نظامیه		noun	Nizamiyya (any one of educational institutions founded in the 11th century by Nizam al-Mulk, vizier of the Sal	arbi
فجیع		adj	horrible, awful, calamitous	platts
مرقد		noun	mausoleum, tomb	platts
خالی بستن		verb	to lie, to deceive	rishta:خالی
سوتی دادن		verb	To give away (To unintentionally reveal a secret, divulge undisclosed information, or expose someone.)	platts
سر زدن	سَر زَدَن	verb	to visit (to go and meet, as an act of friendliness or sociability)	rishta:سر
اعتماد به نفس		noun	self-confidence	rishta:اعتماد
آموزه		noun	lesson	arbi
سروده		noun	poem	arbi
گیاخن	گَیاخَن	adj	eloquent and articulate, grandiloquent	platts
نشدنی		adj	impossible	platts
سرشار		adj	brimful, overwhelmed	platts
دادرسی		noun	trial	platts
رونمایی		noun	debut, unveiling, launch (e.g. of an art piece)	arbi
آغوز		noun	colostrum	platts
باقالی		noun	broad bean, fava bean (Vicia faba)	platts
سازه		noun	structure, construct	arbi
کپل		adj	chubby	platts
مهیب		adj	frightening	platts
آتشین		adj	fiery	platts
ولایات		noun	broken plural of ولایت (wilāyat /velâyat)	platts
سزاوار		adj	worthy, deserving	platts
محافظه		noun	conservativeness	arbi
تباهی		noun	devastation	arbi
تخته سیاه		noun	blackboard	rishta:تختہ
اينست		contraction	is this	platts
معما		noun	riddle; enigma; puzzle	platts
الیوم		adv	today	platts
نامور		adj	celebrated	platts
جویبار		noun	stream, brook	platts
ساطور		noun	cleaver	platts
دستی		adj	portable, handheld (device and equipment that are small and light enough to be carried by hand)	platts
نگین		noun	gemstone, gem (specially one that is used to make rings and other ornamental jewelry)	platts
تحصن		noun	sit-in, sit-down (type of protest)	arbi
تعمیم		noun	generalization	arbi
متقاعد		adj	convinced, persuaded	arbi
حیثیت		noun	prestige, reputation, standing	platts
فوطه		noun	apron, towel, waistwrap (especially worn in baths)	platts
موجب		noun	cause; reason; motive	arbi
استیضاح		noun	impeachment	arbi
مانع		noun	obstacle, hindrance (both physical and figurative)	platts
کجاوه		noun	a kajawah, howdah	arbi
شوشتری		noun	a native of Shushtar	platts
جینگیلی		adj	curly	platts
رمیدن		verb	to run away	platts
توس		noun	birchbark	platts
توش		noun	strength, force	platts
لالا		noun	sleep	platts
منشأ		noun	origin, source	platts
عمودی	عَمودی	adj	vertical	platts
تمدید		noun	prolongation, extension	arbi
شفيع		noun	intercessor, mediator	platts
فیوت کردن		verb	to pick up flirtatiously, to tease	rishta:کردن
فراخ		adj	wide, broad	platts
کنج		noun	corner	platts
نقشه جهان		noun	world map	rishta:نقشہ
نافه		noun	caudal gland of the musk deer (which produces musk)	arbi
طره		noun	lock of hair; ringlet; tress	platts
مشکین		adj	musky; musk-scented	platts
جانان		noun	one’s beloved; darling; sweetheart	platts
سالک		noun	wayfarer; voyager	platts
صید		noun	hunt; hunting	platts
آشنایی		noun	acquaintance, friendship	platts
فیریدن		verb	rejoice	platts
روبرو		prep	face-to-face	platts
آکواریوم		noun	aquarium	platts
توغ		noun	horsetail	platts
هزاره		noun	millennium	arbi
ماشه		noun	pliers	arbi
غرش		noun	roar (of an animal)	platts
هین		intj	behold, beware, io	platts
یدکی		adj	accessory, auxillary	platts
بدیعی		adj	pertaining to the figures of speech	platts
اهل صنعت		noun	"an artisan, an artificer, a craftsman"	rishta:صنعت
اهل قلم		noun	"writers"	rishta:قلم
آشکار کردن		verb	to reveal, to expose, to discover	rishta:کردن
علیه	عَلَیْه	prep_phrase	on him, upon him	platts
مسلح کردن	مُسَلَّح کَرْدَن	verb	to arm (to supply with armour or weapons)	rishta:کردن
دوک		noun	spindle	platts
نهی	نَهْی	noun	prohibition	platts
قندول		adj	cute	platts
دامگاه		noun	place full of snares and nets; (poetic, figurative) the world; the treacherous world	arbi
برزیلی		noun	Brazilian	arbi
منتو		noun	manti (Central Asian dumpling)	platts
اسارت		noun	captivity	platts
خودبین		noun	self-conceited	platts
غیب		noun	the unseen; the mysterious and invisible, known only to God and the prophets and imams	platts
محیی		noun	a reviver	platts
میسر		adj	possible; feasible; procurable, available	platts
ذهبی		adj	synonym of طلائی	arbi
درون		noun	interior, inside, inner, inward, bowels, core, heart	platts
صراحی		noun	wine-flask; carafe	platts
عربده		noun	quarrel; brawl (especially of drunks)	arbi
برین		adj	highest; sublime	platts
حلقه به گوش		noun	slave; bondsman	rishta:حلقہ
داج		noun	darkness, obscurity; dark night	platts
خرقه		noun	mantle; cloak; habit (usually of a dervish or saint, especially one ragged from asceticism)	arbi
صفوی		adj	Safavid	platts
ماسوره		noun	bobbin, reel	arbi
شرجی	شَرجی	noun	humid, hot southeasterly wind blowing on the Persian Gulf coast	platts
بوبو		noun	mother	platts
کرت	کَرت	noun	Kartid (member of a dynasty that ruled Khurasan in the 1200s and 1300s, related to the Ghurids)	platts
بنام		adj	named	platts
خدارا	خُدارا	intj	by God! for God’s sake!	platts
فدا		noun	sacrifice; offering	platts
جرعه		noun	draught, sip, gulp (of a drink)	arbi
عنقا		noun	synonym of سیمرغ (simorġ, a mythical bird)	platts
ننگ	نَنگ	noun	infamy, dishonor, ignominy, shame	platts
فرجام	فَرجام	noun	end; conclusion	platts
مضطرب		adj	agitated; disturbed; confounded; distraught	arbi
تخمین		noun	estimating, estimation, appraisal, evaluation	arbi
گشن		noun	male, man	platts
سیاه کاسه		noun	miser, niggard	rishta:سیاہ
تقاضا		noun	demand; request	arbi
همزمان		adj	simultaneous, synchronic	arbi
رودبار		noun	river bank	platts
مکاشفه		noun	revelation, disclosure	arbi
تأله	تَأَلُّه	noun	theosis; deiformity (becoming Godlike, the ultimate stage of human perfection in certain schools of Islamic ph	platts
سوپر		noun	supermarket	platts
خفته		adj	asleep, sleeping	arbi
قوچ		noun	ram, buck	platts
قیافه		noun	exterior appearance of a person (often denoting character as well); physiognomy	arbi
تدبیر		noun	plan; strategy; policy	arbi
ملس	مَلَس	adj	sweet-and-sour; tart	platts
بهیمه		noun	beast; quadruped	arbi
بنجل		noun	junk, odds and ends	arbi
آت و آشغال		noun	junk, trash, dreck	arbi
طفولیت		noun	childhood	arbi
ترکمن		noun	Turkmen (member of one of various Turkic ethnic groups in Central and West Asia)	arbi
میرآب		noun	irrigation supervisor	arbi
خسروی		adj	“akin to the Sasanian kings”; (figurative) regal, kingly	platts
ورجاوند		adj	magnificent, impressive	platts
نفیس		adj	precious, costly	platts
ترجمه حال		noun	biography	rishta:ترجمہ
باز هم		adv	again	rishta:باز
شستشو		noun	washing	platts
خسیل		noun	hay	platts
نبیگ		noun	Book( not limited to a collection of sheets of paper bound together like the given definition, can also indica	platts
حصیر		noun	mat woven of rushes, palm-leaves, etc.	platts
باطوم		noun	Batumi (the capital city of Adjara, Georgia)	arbi
صدا کردن		verb	to make noise	rishta:صدا
طویله		noun	barn	platts
جو دوسر		noun	oat	rishta:جو
پیس		noun	vitiligo	platts
لامسه		noun	touch	arbi
اقتباس		noun	adaptation (of a literary work, a work of fiction)	arbi
منسوب		adj	related	platts
از طرف		prep	from the side of	rishta:از
سابقه		noun	personal history; a record (of)	arbi
حکومتی		adj	governmental	platts
غیرطبیعی		adj	unnatural	platts
دیدنی		noun	visit	platts
پرسان		adj	asking	platts
سوزان		adj	burning; aflame; ablaze	platts
فاقد		adj	devoid; lacking	platts
ایرمان		noun	friend, companion	platts
خونخوار		adj	blood-sucking	platts
گریان		adj	weeping; in tears	platts
خریدار		noun	buyer; purchaser; customer	platts
فنا		noun	annihilation, evanescence, extinction, perishment	platts
خواهری		noun	sisterhood	platts
بانووار	بانُووار	adj	ladylike; womanly	platts
مداد لب	مِدادِ لَب	noun	lipstick; lipstick pencil	rishta:لب
مغز پسته		noun	pistachio kernel, shelled pistachio	rishta:پستہ
بازاری		adj	relating to the bazaar	platts
انحطاط		noun	decline; degeneration	arbi
تاوان		noun	punishment, penalty, compensation.	platts
تلطیف		noun	awarding, rewarding; decorating (with a prize, medal, etc.)	arbi
رؤیت		noun	sight	platts
باشی		noun	Used in the titles of certain high-ranking officials in Safavid and Qajar times, with the meaning of "head of"	platts
باولی		noun	stepwell	platts
قرق		noun	place reserved for exclusive use	platts
زراه		noun	ocean	arbi
عرصه		noun	court, square, area, open space	arbi
حق نمک		noun	"right of salt"; mutual rights and obligations between a host and a guest, or between a patron and a client; l	rishta:حق
مسکین		adj	extremely poor; indigent	platts
سیل کردن		verb	to look, to watch, to gaze	rishta:کردن
آتشدان		noun	brazier, firepot	platts
شیریخ		noun	ice cream	platts
جهت		noun	side; direction	platts
دوآب		noun	doab; tract of land between two rivers	platts
اعمال		noun	use, application, imposition, exertion	platts
تو را		pron	تو (to) with the direct-object particle را (râ)	platts
راه دروازه		noun	gateway	rishta:راہ
دالی		intj	peekaboo	platts
خشو		noun	mother-in-law	platts
الیجو		noun	dear, sweetheart	arbi
ایورم		noun	first-person singular possessive of ایوَر (êvar)	platts
یازنه		noun	brother in-law	arbi
برادر شوهر		noun	brother-in-law	rishta:شوہر
اپوش		noun	Apaosha; the personification of drought and the principle enemy of the yazata of rain, Tishtrya	platts
خفیف		adj	light, not heavy	arbi
کوریایی		adj	Korean	platts
منتشر		adj	issued, published	arbi
شید		adj	splendid, brilliant, bright, luminous	platts
بودنه		noun	quail	arbi
پالیز		noun	orchard; a garden where fruits are grown	platts
متولد شدن		verb	to be born	rishta:متولد
گڈی		noun	Hazaragi retroflex form of گدی	platts
توشک		noun	mattress, pad	platts
تاجک		noun	Tajik	arbi
آبه		noun	mother	platts
گریگوری		adj	Gregorian	platts
آه کشیدن		verb	to sigh	rishta:اہ
